Epoch,Actor_Loss,Critic_Loss,Regularization_Loss,Reward,Entropy
1,-0.013315342,0.018655837,0.015152193,-0.17461222,-3.1862326
2,-0.016467124,0.001094485,0.023274748,-0.17833742,-3.1862326
3,-0.0102115,0.00020770526,0.020336011,-0.17358148,-3.1862326
4,-0.005879517,0.0004288374,0.019098243,-0.16869178,-3.1862326
5,-0.013910622,0.0014074022,0.040445838,-0.16638015,-3.1862326
6,-0.016133893,0.0004673105,0.021216387,-0.15341954,-3.1862326
7,-0.01098792,0.000680139,0.031841982,-0.15064856,-3.1862326
8,-0.01643402,0.00034928016,0.032907065,-0.17079249,-3.1862326
9,-0.019639967,0.00030482144,0.030771771,-0.16183957,-3.1862326
10,-0.010736308,0.00027286206,0.032801982,-0.15833086,-3.1862326
11,-0.01330202,0.0002402941,0.037402097,-0.16092679,-3.1862326
12,-0.012838055,0.00017159722,0.045983892,-0.1687499,-3.1862326
13,-0.016229225,0.0002626135,0.03675467,-0.16370946,-3.1862326
14,-0.009090579,0.00040159444,0.04640779,-0.16870815,-3.1862326
15,-0.008832944,0.00021421596,0.0500719,-0.16748607,-3.1862326
16,-0.01254491,0.00019573652,0.04648504,-0.16713338,-3.1862326
17,-0.006239452,0.00037782648,0.046409268,-0.17085335,-3.1862326
18,-0.009155537,0.0007345281,0.050418038,-0.15918796,-3.1862326
19,-0.008059397,0.00015068176,0.042110603,-0.17339101,-3.1862326
20,-0.0149293775,0.0014158011,0.06633236,-0.17935756,-3.1862326
21,-0.010272787,0.0005290257,0.06465682,-0.17213371,-3.1862326
22,-0.020259669,0.0001873835,0.040247407,-0.1667037,-3.1862326
23,-0.014236987,0.0003285153,0.052690197,-0.15895256,-3.1862326
24,-0.008408177,0.0007651556,0.044312432,-0.16683725,-3.1862326
25,-0.014563721,0.0006496709,0.05407739,-0.16810504,-3.1862326
26,-0.015453187,0.00044002806,0.04065701,-0.15798807,-3.1862326
27,-0.025662184,0.0002110176,0.0623247,-0.16626498,-3.1862326
28,-0.018839253,0.00047795122,0.059917495,-0.1591121,-3.1862326
29,-0.011463729,0.00013968044,0.06427672,-0.16734105,-3.1862326
30,-0.013782292,0.0003081063,0.064372696,-0.16205955,-3.1862326
31,-0.018878328,0.0002093576,0.061693445,-0.16511467,-3.1862326
32,-0.0140048675,0.00014316429,0.047712315,-0.16373733,-3.1862326
33,-0.009801746,0.00051194517,0.054904934,-0.15629657,-3.1862326
34,-0.020042889,0.0004880262,0.077218644,-0.16534103,-3.1862326
35,-0.0068348437,0.0002159755,0.06940526,-0.16523996,-3.1862326
36,-0.014406272,0.0008514081,0.040512983,-0.15866506,-3.1862326
37,-0.009832275,0.00034255537,0.06080736,-0.16334483,-3.1862326
38,-0.012629859,0.00064368924,0.046832275,-0.15720026,-3.1862326
39,-0.01224916,0.00031783222,0.052569557,-0.16035677,-3.1862326
40,-0.016792018,0.00023724562,0.0564336,-0.16272154,-3.1862326
41,-0.018685019,0.00028046683,0.0431293,-0.15829846,-3.1862326
42,-0.012075412,0.00031030676,0.054244537,-0.16931218,-3.1862326
43,-0.016568836,0.00049704325,0.04723302,-0.15515886,-3.1862326
44,-0.010097402,0.000324022,0.065012835,-0.17168687,-3.1862326
45,-0.01876087,0.000180894,0.044699,-0.16647208,-3.1862326
46,-0.014326249,0.0012626458,0.044445336,-0.17090303,-3.1862326
47,-0.010005356,0.00044657453,0.051554997,-0.1601226,-3.1862326
48,-0.011555042,0.00039388312,0.043457866,-0.14908558,-3.1862326
49,-0.006187599,0.00019643518,0.05392656,-0.15955177,-3.1862326
50,-0.015489223,0.00037160373,0.04661423,-0.15661605,-3.1862326
51,-0.019140812,0.00016319244,0.06575617,-0.17628403,-3.1862326
52,-0.01012504,0.00041025478,0.05256496,-0.1609533,-3.1862326
53,-0.013243687,0.00025715778,0.06811278,-0.16863352,-3.1862326
54,-0.013580444,0.00096553966,0.044495363,-0.1671203,-3.1862326
55,-0.012690603,0.00023734158,0.055169612,-0.1626759,-3.1862326
