timestamp,p_value,drift
1726585759958574288,[0.95349405 0.81450706 0.49965043 0.42352224 0.50597989 0.32077894 0.62802126 0.06136407 0.38843186 0.40994468],False
1726585770335705332,[0.07881306 0.59727747 0.57332625 0.00480054 0.41212716 0.90441117 0.6272903 0.00345356 0.54031292 0.55217804],False
1726585780780018529,[0.1608105 0.29147994 0.94943599 0.47215769 0.39944386 0.54788818 0.09239283 0.78435194 0.89546358 0.56284279],False
1726585791502655287,[0.60436999 0.16360616 0.24726378 0.3469822 0.54843706 0.27950895 0.56057382 0.33179802 0.67596935 0.96742448],False
1726585801723154404,[0.30150669 0.33330334 0.12046409 0.94873492 0.05997508 0.52571222 0.41777721 0.61140495 0.43183507 0.01970163],False
1726585812081106514,[0.49121381 0.57731369 0.16046619 0.29065766 0.65507812 0.94511849 0.94243523 0.58208769 0.59529906 0.02666044],False
1726585822638327801,[0.96086616 0.72080476 0.62482371 0.47658167 0.01812078 0.91748919 0.84114618 0.5449017 0.9740524 0.77680869],False
1726585833271865592,[0.78099762 0.99365317 0.49314832 0.39276857 0.29839388 0.15188429 0.48346238 0.48431939 0.25582358 0.13619246],False
1726585843556352135,[0.68216988 0.84058416 0.66656297 0.39544068 0.74106432 0.52227999 0.71167446 0.64596465 0.70357046 0.48905873],False
