Epoch,Actor_Loss,Critic_Loss,Regularization_Loss,Reward,Entropy
27,-0.10461534,1.2721596e-07,0.14651424,-0.00384783,-3.1862326
28,0.07712071,2.9344932e-08,0.14622904,-0.004132998,-3.1862326
29,-0.046424363,4.3507274e-08,0.14692043,-0.004450496,-3.1862326
30,-0.043548923,8.435028e-08,0.14647366,-0.004847726,-3.1862326
31,-0.0748397,1.17985756e-07,0.146689,-0.003994074,-3.1862326
32,0.12739243,5.5917756e-08,0.14588492,-0.0045398516,-3.1862326
33,-0.018979354,4.74808e-08,0.14702271,-0.0040839226,-3.1862326
34,1120232.2,4.189478e-07,0.14752716,-0.0028349783,-3.1862326
35,5652.612,2.3399327e-06,0.15036206,-0.0,-3.1862326
36,0.17310959,2.4687998e-07,0.15036206,-0.0,-3.1862326
37,-0.008938433,3.4142282e-08,0.15036206,-0.0,-3.1862326
38,-0.0038630601,1.7522051e-08,0.15036206,-0.0,-3.1862326
39,-0.0006093507,1.5771763e-08,0.15036206,-0.0,-3.1862326
40,-0.00035096644,1.4917072e-08,0.15036206,-0.0,-3.1862326
41,-0.0003713481,1.4075881e-08,0.15036206,-0.0,-3.1862326
42,-0.0003096511,1.5152684e-08,0.1502309,-0.00013116917,-3.1862326
43,-0.0004283612,1.525252e-08,0.15036206,-0.0,-3.1862326
44,-0.00042819665,1.2764847e-08,0.15036206,-0.0,-3.1862326
45,-0.00039490437,1.1493981e-08,0.15036206,-0.0,-3.1862326
46,-0.00040336265,1.0765696e-08,0.15036206,-0.0,-3.1862326
47,-0.000411657,1.0518245e-08,0.15036206,-0.0,-3.1862326
48,-0.00036848462,2.306047e-08,0.15010029,-0.00026177106,-3.1862326
49,-0.000388667,1.880458e-08,0.15036206,-0.0,-3.1862326
50,-0.00033579642,6.032446e-08,0.1498485,-0.00051356177,-3.1862326
51,-0.0002840894,4.9951424e-08,0.15036206,-0.0,-3.1862326
52,-0.0004084377,1.1985198e-08,0.15036206,-0.0,-3.1862326
53,-0.00028357902,7.9437136e-08,0.14980032,-0.0005617771,-3.1862326
54,-0.00032094927,4.6873836e-08,0.15036206,-0.0,-3.1862326
55,-0.00031732023,1.0171836e-08,0.15036206,-0.0,-3.1862326
56,-0.00033408403,7.3217716e-09,0.15036206,-0.0,-3.1862326
57,-0.00038400045,6.9366752e-09,0.15036206,-0.0,-3.1862326
58,-0.00032692403,6.6692607e-09,0.15036206,-0.0,-3.1862326
59,-0.00041000606,6.457929e-09,0.15036206,-0.0,-3.1862326
60,-0.00037824176,6.1583774e-09,0.1503589,-3.236831e-06,-3.1862326
61,-0.00032201534,6.110614e-09,0.15032631,-3.5733083e-05,-3.1862326
62,-0.0003705211,7.758806e-09,0.15023826,-0.0001238415,-3.1862326
63,-0.0002569904,2.1206505e-08,0.15001054,-0.00035158542,-3.1862326
64,-0.00023464859,2.6340155e-08,0.15036206,-0.0,-3.1862326
65,-0.00024447715,2.1227146e-08,0.15001303,-0.00034903057,-3.1862326
66,-0.00022343919,2.3432856e-08,0.15036206,-0.0,-3.1862326
67,-0.00030593327,8.752189e-09,0.15018028,-0.00018185272,-3.1862326
68,-0.0003070204,1.0831872e-08,0.15036206,-0.0,-3.1862326
69,-0.00033328435,6.6844366e-09,0.15025447,-0.000107625616,-3.1862326
70,-0.00037888624,5.9406133e-09,0.15036206,-0.0,-3.1862326
71,-0.00037815174,9.9792175e-09,0.15020396,-0.00015810186,-3.1862326
72,-0.00032388666,8.535591e-09,0.15036206,-0.0,-3.1862326
73,-0.00041976818,4.4275086e-09,0.15036206,-0.0,-3.1862326
74,-0.00038328828,3.9449164e-09,0.15036206,-0.0,-3.1862326
75,-0.0003932702,4.0075774e-09,0.15036206,-0.0,-3.1862326
76,-0.0003032734,1.9809953e-08,0.15008523,-0.00027682979,-3.1862326
77,-0.00021226455,8.97397e-09,0.15016754,-0.00019451157,-3.1862326
78,-0.00027985746,1.5736399e-08,0.15036206,-0.0,-3.1862326
79,-0.0003655205,3.947583e-09,0.15036206,-0.0,-3.1862326
80,-0.00045863292,3.3817102e-09,0.15036206,-0.0,-3.1862326
81,-0.00039156526,3.1233736e-09,0.15036206,-0.0,-3.1862326
82,-0.00041585913,3.1618483e-09,0.15036206,-0.0,-3.1862326
83,-0.00040519983,2.891814e-09,0.15036206,-0.0,-3.1862326
84,-0.00046282014,3.0268585e-09,0.15036206,-0.0,-3.1862326
85,-0.0003716387,3.1580993e-09,0.15036206,-0.0,-3.1862326
86,-0.00034140795,2.8877691e-09,0.15036206,-0.0,-3.1862326
87,-0.0004018868,2.7231213e-09,0.15036206,-0.0,-3.1862326
88,-0.0003314068,2.6553295e-09,0.15036206,-0.0,-3.1862326
89,-0.0004460706,2.3960933e-09,0.15036206,-0.0,-3.1862326
90,-0.0003678029,2.1114335e-09,0.15036206,-0.0,-3.1862326
91,-0.0003470912,2.060047e-09,0.15036206,-0.0,-3.1862326
92,-0.00034487186,2.0301105e-09,0.15036206,-0.0,-3.1862326
93,-0.00026023388,2.1489576e-08,0.15007122,-0.00029083237,-3.1862326
94,-0.0002168715,3.295319e-08,0.15036206,-0.0,-3.1862326
95,-0.00028981766,2.5385596e-08,0.1501112,-0.000250901,-3.1862326
96,-0.00021037956,2.630379e-08,0.15036206,-0.0,-3.1862326
97,-0.00038690367,3.831642e-09,0.15036206,-0.0,-3.1862326
98,-0.0004985879,1.8693218e-09,0.15036206,-0.0,-3.1862326
99,-0.00043818355,1.6592492e-09,0.15036206,-0.0,-3.1862326
100,-0.0003531302,1.4825612e-09,0.15036206,-0.0,-3.1862326
