Epoch,Actor_Loss,Critic_Loss,Regularization_Loss,Reward,Entropy
1,-0.024530953,0.017256947,0.010787991,-0.1639867,-3.1862326
2,-0.019267218,0.0006929454,0.037224445,-0.17470275,-3.1862326
3,-0.02455213,0.0004441144,0.017308505,-0.19184205,-3.1862326
4,-0.020554833,0.0006260357,0.017714705,-0.1766523,-3.1862326
5,-0.020013733,0.0011055844,0.047385264,-0.15947972,-3.1862326
6,-0.031164357,0.0005437317,0.025958294,-0.1517377,-3.1862326
7,-0.024406264,0.00071949704,0.05437058,-0.1578537,-3.1862326
8,-0.015637979,0.00038620934,0.049299,-0.16929281,-3.1862326
9,-0.019794038,0.00030402376,0.04747732,-0.16335374,-3.1862326
10,-0.017238691,0.00063175306,0.031146565,-0.14892447,-3.1862326
11,-0.006467944,0.00024400752,0.05470552,-0.17148116,-3.1862326
12,-0.020606112,0.00020878304,0.07050737,-0.17121038,-3.1862326
13,-0.020966073,0.0006851021,0.050005753,-0.17103311,-3.1862326
14,-0.01643175,0.0005298906,0.058327824,-0.1583057,-3.1862326
15,-0.017761165,0.00041094868,0.07027731,-0.17461474,-3.1862326
16,-0.01466236,0.00012823766,0.05320547,-0.1733155,-3.1862326
17,-0.014503828,8.3571525e-05,0.05157207,-0.17747146,-3.1862326
18,-0.017941514,0.0003967803,0.044674803,-0.17552634,-3.1862326
19,-0.011968233,0.0002325137,0.04372238,-0.18541375,-3.1862326
20,-0.025911016,0.00043049772,0.039136544,-0.16434234,-3.1862326
21,-0.021657875,0.00020959688,0.06154712,-0.17285804,-3.1862326
22,-0.014945127,0.00013936209,0.049164224,-0.1738356,-3.1862326
23,-0.024833953,0.00023152259,0.050484408,-0.15829673,-3.1862326
24,-0.022715801,0.0013417335,0.053850953,-0.17689963,-3.1862326
25,-0.029869998,0.000499279,0.05423501,-0.18130213,-3.1862326
26,-0.024624242,0.0003168692,0.03702511,-0.18451276,-3.1862326
27,-0.012290284,0.0001615596,0.07860149,-0.17158493,-3.1862326
28,-0.01771166,0.0014278982,0.051174406,-0.18163797,-3.1862326
29,-0.012933757,0.00011965344,0.09088693,-0.17610559,-3.1862326
30,-0.0108572105,0.0010544856,0.0629327,-0.16267397,-3.1862326
