Epoch,Actor_Loss,Critic_Loss,Regularization_Loss,Reward,External_Reward,Internal_Reward,Entropy
1,-0.013449575,0.020640513,0.015152193,-0.18218833,-0.15946004,-0.015152193,-3.1862326
2,-0.014675119,0.0014840931,0.023170175,-0.1897219,-0.15496662,-0.023170173,-3.1862326
3,-0.010301223,0.00021521068,0.019360283,-0.18386137,-0.15482095,-0.019360283,-3.1862326
4,-0.0060072294,0.000539758,0.018006342,-0.17827243,-0.15126291,-0.018006343,-3.1862326
5,-0.012849358,0.0022022927,0.035128456,-0.18502013,-0.13232745,-0.035128452,-3.1862326
6,-0.014344249,0.0006398567,0.019431138,-0.16500697,-0.13586026,-0.01943114,-3.1862326
7,-0.011049644,0.000945332,0.024463722,-0.1643972,-0.12770161,-0.024463722,-3.1862326
8,-0.013893102,0.0003924663,0.022433976,-0.18250987,-0.1488589,-0.022433976,-3.1862326
9,-0.01963143,0.00031292567,0.020938823,-0.17543666,-0.14402843,-0.020938825,-3.1862326
10,-0.00927264,0.00033705306,0.022751361,-0.171666,-0.13753897,-0.022751361,-3.1862326
11,-0.013026965,0.0003904473,0.027657747,-0.176384,-0.13489738,-0.027657745,-3.1862326
12,-0.016502043,0.00018601342,0.02567648,-0.18329631,-0.14478159,-0.025676481,-3.1862326
13,-0.011615422,0.00036058482,0.025427656,-0.17862816,-0.14048669,-0.025427658,-3.1862326
14,-0.010503133,0.0007680902,0.029967615,-0.1889871,-0.14403568,-0.029967614,-3.1862326
15,-0.008523422,0.0002346592,0.0231917,-0.18325323,-0.1484657,-0.0231917,-3.1862326
16,-0.014020234,0.00027356605,0.02225066,-0.17989157,-0.1465156,-0.02225066,-3.1862326
17,-0.0060917153,0.00041232805,0.022832535,-0.18510556,-0.15085676,-0.022832535,-3.1862326
18,-0.012081717,0.00064058375,0.024047574,-0.17771669,-0.14164534,-0.024047574,-3.1862326
19,-0.013135787,0.00020197067,0.02125577,-0.18728389,-0.15540025,-0.021255769,-3.1862326
20,-0.015296068,0.0026354275,0.0328387,-0.19793111,-0.14867306,-0.032838695,-3.1862326
21,-0.008719978,0.001168581,0.03059456,-0.18998739,-0.14409554,-0.03059456,-3.1862326
22,-0.016469503,0.00045366143,0.02400271,-0.18322796,-0.14722389,-0.02400271,-3.1862326
23,-0.009785821,0.00039558753,0.028050443,-0.17473882,-0.13266318,-0.028050443,-3.1862326
24,-0.010359827,0.0013926158,0.028596483,-0.18474457,-0.14184985,-0.028596483,-3.1862326
25,-0.011928008,0.0014191284,0.030798217,-0.18709657,-0.14089924,-0.030798214,-3.1862326
26,-0.01535096,0.0005878198,0.022374973,-0.17044057,-0.1368781,-0.022374975,-3.1862326
27,-0.01352268,0.0002991441,0.032375667,-0.18314242,-0.13457891,-0.032375664,-3.1862326
28,-0.018615348,0.00078997476,0.036366142,-0.18177503,-0.12722582,-0.036366142,-3.1862326
29,-0.015433152,0.00018546812,0.028239317,-0.18544514,-0.14308617,-0.02823932,-3.1862326
30,-0.01340055,0.00063775014,0.02859669,-0.18235773,-0.13946268,-0.02859669,-3.1862326
31,-0.011524588,0.00039752352,0.027272893,-0.18518497,-0.14427564,-0.027272895,-3.1862326
32,-0.01242343,0.0002024591,0.020537993,-0.18004756,-0.14924058,-0.02053799,-3.1862326
33,-0.010514841,0.00037306666,0.024809541,-0.1751719,-0.13795757,-0.02480954,-3.1862326
34,-0.013661611,0.00048158658,0.034070987,-0.18319511,-0.13208863,-0.034070987,-3.1862326
35,-0.006613165,0.00013578615,0.02670529,-0.18131977,-0.14126185,-0.02670529,-3.1862326
36,-0.0077404045,0.0010308014,0.018741632,-0.17205712,-0.14394467,-0.018741632,-3.1862326
37,-0.010698588,0.0004929067,0.028533028,-0.17916891,-0.13636938,-0.02853303,-3.1862326
38,-0.014007865,0.00029284102,0.016607141,-0.16156104,-0.13665032,-0.016607143,-3.1862326
39,-0.004900508,0.00036911145,0.02416148,-0.17487001,-0.1386278,-0.024161482,-3.1862326
40,-0.010735148,0.00024187105,0.02149421,-0.17730734,-0.14506602,-0.02149421,-3.1862326
41,-0.014286763,0.00040173173,0.019782672,-0.1743459,-0.14467189,-0.019782672,-3.1862326
42,-0.012957203,0.00035648563,0.030534856,-0.18453236,-0.13873008,-0.030534856,-3.1862326
43,-0.008539734,0.001003951,0.02498694,-0.17713857,-0.13965815,-0.024986941,-3.1862326
44,-0.0071824766,0.00035360744,0.028541164,-0.1877744,-0.14496267,-0.028541164,-3.1862326
45,-0.015957953,0.0001817145,0.018050522,-0.17519505,-0.14811927,-0.018050525,-3.1862326
46,-0.014067251,0.0018461988,0.023515398,-0.18264633,-0.14737324,-0.0235154,-3.1862326
47,-0.012486811,0.00057808997,0.023731468,-0.17134318,-0.13574597,-0.02373147,-3.1862326
48,-0.021082243,0.0003423953,0.025276149,-0.15728357,-0.11936934,-0.02527615,-3.1862326
49,-0.010278334,0.00030341055,0.0276428,-0.17342511,-0.1319609,-0.027642798,-3.1862326
50,-0.016867168,0.0003853103,0.028270528,-0.17405538,-0.13164958,-0.028270528,-3.1862326
51,-0.008383305,0.00030555876,0.027742125,-0.19110689,-0.14949371,-0.027742125,-3.1862326
52,-0.009253426,0.00045113984,0.027762325,-0.1803056,-0.13866211,-0.027762327,-3.1862326
53,-0.0050146417,0.00032117814,0.03206405,-0.18573779,-0.1376417,-0.032064054,-3.1862326
54,-0.009033213,0.0013807121,0.021352531,-0.18489522,-0.15286642,-0.02135253,-3.1862326
55,-0.014189478,0.00025638315,0.027583443,-0.18187472,-0.14049955,-0.027583448,-3.1862326
56,-0.007712167,0.0003290417,0.02176627,-0.16737984,-0.13473043,-0.02176627,-3.1862326
57,-0.0039985604,0.00014548605,0.019530365,-0.18726593,-0.1579704,-0.019530363,-3.1862326
58,-0.018622728,0.00049606495,0.02825504,-0.1855321,-0.14314952,-0.028255038,-3.1862326
59,-0.00842623,0.0005733594,0.025857626,-0.19165957,-0.15287313,-0.025857626,-3.1862326
60,-0.014020886,0.0006916802,0.02572084,-0.17364386,-0.1350626,-0.025720838,-3.1862326
61,-0.012346186,0.00023494718,0.01987136,-0.17999363,-0.15018658,-0.01987136,-3.1862326
62,-0.0064253123,0.00034413268,0.019371755,-0.17757352,-0.14851588,-0.019371755,-3.1862326
63,-0.014907998,0.0007823698,0.024809847,-0.16854446,-0.13132969,-0.02480985,-3.1862326
64,-0.010408289,0.00057162635,0.022373183,-0.16766372,-0.13410395,-0.02237318,-3.1862326
65,-0.013756846,0.00023746426,0.03050831,-0.17643145,-0.13066897,-0.03050831,-3.1862326
66,-0.012601788,0.00018596835,0.033750534,-0.18800771,-0.13738191,-0.033750534,-3.1862326
